,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
4329,Lost Love Blues,"The Complete Columbia Recording Sessions, Vol. 2 - 1951-1953",Lefty Frizzell,145813,spotify:track:30G5X953xkXnrcSvgleWoq,https://api.spotify.com/v1/tracks/30G5X953xkXnrcSvgleWoq,0.757,0.245,2.0,-11.76,1.0,0.0508,0.931,0.000177,0.107,0.783,91.27,audio_features,30G5X953xkXnrcSvgleWoq,spotify:track:30G5X953xkXnrcSvgleWoq,https://api.spotify.com/v1/tracks/30G5X953xkXnrcSvgleWoq,https://api.spotify.com/v1/audio-analysis/30G5X953xkXnrcSvgleWoq,145813.0,4.0,
4330,Situations - Instrumental,Bandana Beats,Freddie Gibbs,166586,spotify:track:0qBnPRv6Rd7qnm49WWlpsZ,https://api.spotify.com/v1/tracks/0qBnPRv6Rd7qnm49WWlpsZ,0.925,0.417,6.0,-10.131,0.0,0.328,0.00261,0.85,0.0819,0.558,121.699,audio_features,0qBnPRv6Rd7qnm49WWlpsZ,spotify:track:0qBnPRv6Rd7qnm49WWlpsZ,https://api.spotify.com/v1/tracks/0qBnPRv6Rd7qnm49WWlpsZ,https://api.spotify.com/v1/audio-analysis/0qBnPRv6Rd7qnm49WWlpsZ,166587.0,4.0,
4331,Cedar's blues,The Place To Be,Junior Cook,306360,spotify:track:6njYAcWBfBgLMCYVtEBw4B,https://api.spotify.com/v1/tracks/6njYAcWBfBgLMCYVtEBw4B,0.481,0.385,5.0,-16.3,1.0,0.0381,0.232,0.000347,0.104,0.584,135.938,audio_features,6njYAcWBfBgLMCYVtEBw4B,spotify:track:6njYAcWBfBgLMCYVtEBw4B,https://api.spotify.com/v1/tracks/6njYAcWBfBgLMCYVtEBw4B,https://api.spotify.com/v1/audio-analysis/6njYAcWBfBgLMCYVtEBw4B,306360.0,4.0,
4332,Witches of Knave,Thrashers,Death Angel,195160,spotify:track:2qIfSiseBIn0yjOkkMJXym,https://api.spotify.com/v1/tracks/2qIfSiseBIn0yjOkkMJXym,0.232,0.916,1.0,-2.818,0.0,0.0693,2.38e-05,0.000313,0.566,0.182,85.023,audio_features,2qIfSiseBIn0yjOkkMJXym,spotify:track:2qIfSiseBIn0yjOkkMJXym,https://api.spotify.com/v1/tracks/2qIfSiseBIn0yjOkkMJXym,https://api.spotify.com/v1/audio-analysis/2qIfSiseBIn0yjOkkMJXym,195160.0,4.0,
4333,GRADATED GREY,YMO Go Home!,YELLOW MAGIC ORCHESTRA,334733,spotify:track:0pusCztBw7R2U5wr62FCFh,https://api.spotify.com/v1/tracks/0pusCztBw7R2U5wr62FCFh,0.683,0.632,0.0,-8.519,1.0,0.0345,0.0526,0.0435,0.0934,0.792,114.854,audio_features,0pusCztBw7R2U5wr62FCFh,spotify:track:0pusCztBw7R2U5wr62FCFh,https://api.spotify.com/v1/tracks/0pusCztBw7R2U5wr62FCFh,https://api.spotify.com/v1/audio-analysis/0pusCztBw7R2U5wr62FCFh,334733.0,4.0,
4334,Superhuman - Gammer Remix,Superhuman (Gammer Remix),SLANDER,268800,spotify:track:1KO9MOD2NZVkI3sssfM7Tb,https://api.spotify.com/v1/tracks/1KO9MOD2NZVkI3sssfM7Tb,0.427,0.84,2.0,-3.741,1.0,0.117,0.144,2.23e-06,0.279,0.0861,149.951,audio_features,1KO9MOD2NZVkI3sssfM7Tb,spotify:track:1KO9MOD2NZVkI3sssfM7Tb,https://api.spotify.com/v1/tracks/1KO9MOD2NZVkI3sssfM7Tb,https://api.spotify.com/v1/audio-analysis/1KO9MOD2NZVkI3sssfM7Tb,268800.0,4.0,
4335,Fall In Love - Instrumental Mix,"Fantastic, Vol. 2.10",Slum Village,187519,spotify:track:6JadvSKE7WPUr0Jyi6Tf2q,https://api.spotify.com/v1/tracks/6JadvSKE7WPUr0Jyi6Tf2q,0.679,0.604,8.0,-7.911,1.0,0.0404,0.00373,0.835,0.0625,0.856,182.602,audio_features,6JadvSKE7WPUr0Jyi6Tf2q,spotify:track:6JadvSKE7WPUr0Jyi6Tf2q,https://api.spotify.com/v1/tracks/6JadvSKE7WPUr0Jyi6Tf2q,https://api.spotify.com/v1/audio-analysis/6JadvSKE7WPUr0Jyi6Tf2q,187520.0,4.0,
4336,Post War Mariachi,Folkscene,Tower Recordings,56920,spotify:track:4DRCt5H4mrxMZRQhOdZQjs,https://api.spotify.com/v1/tracks/4DRCt5H4mrxMZRQhOdZQjs,0.345,0.227,9.0,-16.342,0.0,0.0417,0.871,0.86,0.111,0.285,73.039,audio_features,4DRCt5H4mrxMZRQhOdZQjs,spotify:track:4DRCt5H4mrxMZRQhOdZQjs,https://api.spotify.com/v1/tracks/4DRCt5H4mrxMZRQhOdZQjs,https://api.spotify.com/v1/audio-analysis/4DRCt5H4mrxMZRQhOdZQjs,56920.0,5.0,
4337,"Symphony No. 2 in E Minor, Op. 27: III. Adagio",Russian Classics,Sergei Rachmaninoff,831133,spotify:track:1zyXcwrucIgzzEAaWNXUAj,https://api.spotify.com/v1/tracks/1zyXcwrucIgzzEAaWNXUAj,0.163,0.0412,9.0,-22.931,1.0,0.0406,0.953,0.802,0.116,0.0358,97.235,audio_features,1zyXcwrucIgzzEAaWNXUAj,spotify:track:1zyXcwrucIgzzEAaWNXUAj,https://api.spotify.com/v1/tracks/1zyXcwrucIgzzEAaWNXUAj,https://api.spotify.com/v1/audio-analysis/1zyXcwrucIgzzEAaWNXUAj,831133.0,4.0,
4338,LINE ME THO,Let's Do Our Best!,Slime Girls,146000,spotify:track:1LOX9HxeCUQjG8pyq1YbRk,https://api.spotify.com/v1/tracks/1LOX9HxeCUQjG8pyq1YbRk,0.375,0.928,0.0,-6.173,1.0,0.114,0.057,0.0,0.382,0.405,184.985,audio_features,1LOX9HxeCUQjG8pyq1YbRk,spotify:track:1LOX9HxeCUQjG8pyq1YbRk,https://api.spotify.com/v1/tracks/1LOX9HxeCUQjG8pyq1YbRk,https://api.spotify.com/v1/audio-analysis/1LOX9HxeCUQjG8pyq1YbRk,146000.0,4.0,
4339,Tongues of Nightshade,Charnel Passages,Cruciamentum,329400,spotify:track:0QnNKuRiJmdYFaphFT08RF,https://api.spotify.com/v1/tracks/0QnNKuRiJmdYFaphFT08RF,0.183,0.969,6.0,-8.502,1.0,0.108,6.54e-06,0.784,0.227,0.0514,122.937,audio_features,0QnNKuRiJmdYFaphFT08RF,spotify:track:0QnNKuRiJmdYFaphFT08RF,https://api.spotify.com/v1/tracks/0QnNKuRiJmdYFaphFT08RF,https://api.spotify.com/v1/audio-analysis/0QnNKuRiJmdYFaphFT08RF,329400.0,4.0,
4340,Black 'n Blue 4 U,All Hell Can't Stop Us,Cookie,128333,spotify:track:2uGbZzGabGV8YXAKcve8ui,https://api.spotify.com/v1/tracks/2uGbZzGabGV8YXAKcve8ui,0.228,0.888,9.0,-5.252,1.0,0.0812,0.0396,0.0,0.315,0.8,159.284,audio_features,2uGbZzGabGV8YXAKcve8ui,spotify:track:2uGbZzGabGV8YXAKcve8ui,https://api.spotify.com/v1/tracks/2uGbZzGabGV8YXAKcve8ui,https://api.spotify.com/v1/audio-analysis/2uGbZzGabGV8YXAKcve8ui,128333.0,5.0,
4341,Sonata Seconda in E Minor: IV. Sarabande,Erlebach: Complete Trio Sonatas,Philipp Heinrich Erlebach,164933,spotify:track:1p2VLSdu2LcymqeB8PHmSg,https://api.spotify.com/v1/tracks/1p2VLSdu2LcymqeB8PHmSg,0.233,0.123,3.0,-16.546,0.0,0.0488,0.963,0.903,0.175,0.0865,153.763,audio_features,1p2VLSdu2LcymqeB8PHmSg,spotify:track:1p2VLSdu2LcymqeB8PHmSg,https://api.spotify.com/v1/tracks/1p2VLSdu2LcymqeB8PHmSg,https://api.spotify.com/v1/audio-analysis/1p2VLSdu2LcymqeB8PHmSg,164933.0,4.0,
4342,"Matinees musicales, Op. 24: V. Moto perpetuo (Solfeggi e Gorgheggi)","London Philharmonic Orchestra, The 1956 Nixa-Westminster Stereo Recordings, Vol. 1",Benjamin Britten,177000,spotify:track:79nqdzAvfnweek3JgqVIpF,https://api.spotify.com/v1/tracks/79nqdzAvfnweek3JgqVIpF,0.424,0.242,5.0,-18.578,1.0,0.0421,0.859,0.0764,0.0716,0.483,77.98,audio_features,79nqdzAvfnweek3JgqVIpF,spotify:track:79nqdzAvfnweek3JgqVIpF,https://api.spotify.com/v1/tracks/79nqdzAvfnweek3JgqVIpF,https://api.spotify.com/v1/audio-analysis/79nqdzAvfnweek3JgqVIpF,177000.0,4.0,
4343,Lincoln VIP,Lincoln VIP,Lunch Money Life,190000,spotify:track:1Rn5I2zaAqvXVbGi5GWrEZ,https://api.spotify.com/v1/tracks/1Rn5I2zaAqvXVbGi5GWrEZ,0.604,0.596,5.0,-11.121,0.0,0.497,0.188,0.239,0.329,0.489,167.987,audio_features,1Rn5I2zaAqvXVbGi5GWrEZ,spotify:track:1Rn5I2zaAqvXVbGi5GWrEZ,https://api.spotify.com/v1/tracks/1Rn5I2zaAqvXVbGi5GWrEZ,https://api.spotify.com/v1/audio-analysis/1Rn5I2zaAqvXVbGi5GWrEZ,190000.0,4.0,
4344,Pictures In Your Heart,becca,becca,238706,spotify:track:6bXMSHRFjCkyS99fZxnaDs,https://api.spotify.com/v1/tracks/6bXMSHRFjCkyS99fZxnaDs,0.417,0.721,0.0,-6.772,1.0,0.0361,0.128,0.0,0.344,0.3,179.96,audio_features,6bXMSHRFjCkyS99fZxnaDs,spotify:track:6bXMSHRFjCkyS99fZxnaDs,https://api.spotify.com/v1/tracks/6bXMSHRFjCkyS99fZxnaDs,https://api.spotify.com/v1/audio-analysis/6bXMSHRFjCkyS99fZxnaDs,238707.0,4.0,
4345,Heptarchy,Xenosapien,Cephalic Carnage,201866,spotify:track:1MKNm4VcolbnAj6lx3ajpA,https://api.spotify.com/v1/tracks/1MKNm4VcolbnAj6lx3ajpA,0.302,0.89,2.0,-4.572,1.0,0.109,0.000747,0.306,0.0391,0.318,125.091,audio_features,1MKNm4VcolbnAj6lx3ajpA,spotify:track:1MKNm4VcolbnAj6lx3ajpA,https://api.spotify.com/v1/tracks/1MKNm4VcolbnAj6lx3ajpA,https://api.spotify.com/v1/audio-analysis/1MKNm4VcolbnAj6lx3ajpA,201867.0,5.0,
4346,Vasemman Käden Hierarkia,Värähtelijä,Oranssi Pazuzu,1058640,spotify:track:4MXtKIlV70GEkdYwBmfKcy,https://api.spotify.com/v1/tracks/4MXtKIlV70GEkdYwBmfKcy,0.131,0.816,1.0,-6.493,1.0,0.0852,0.000695,0.81,0.112,0.0662,145.465,audio_features,4MXtKIlV70GEkdYwBmfKcy,spotify:track:4MXtKIlV70GEkdYwBmfKcy,https://api.spotify.com/v1/tracks/4MXtKIlV70GEkdYwBmfKcy,https://api.spotify.com/v1/audio-analysis/4MXtKIlV70GEkdYwBmfKcy,1058640.0,4.0,
4347,Viking's Blues - Live,Duo Live in Concert,Kenny Drew,350506,spotify:track:5wZ5xoWVEuzQjuA6UKRAoH,https://api.spotify.com/v1/tracks/5wZ5xoWVEuzQjuA6UKRAoH,0.362,0.247,7.0,-23.913,1.0,0.0541,0.975,0.924,0.694,0.348,175.073,audio_features,5wZ5xoWVEuzQjuA6UKRAoH,spotify:track:5wZ5xoWVEuzQjuA6UKRAoH,https://api.spotify.com/v1/tracks/5wZ5xoWVEuzQjuA6UKRAoH,https://api.spotify.com/v1/audio-analysis/5wZ5xoWVEuzQjuA6UKRAoH,350507.0,3.0,
4348,California Bloodlines,West of the West,Dave Alvin,267960,spotify:track:4CR6roT1jkG1dnh2lmgkcG,https://api.spotify.com/v1/tracks/4CR6roT1jkG1dnh2lmgkcG,0.656,0.419,10.0,-13.792,1.0,0.0322,0.555,0.0167,0.302,0.415,83.568,audio_features,4CR6roT1jkG1dnh2lmgkcG,spotify:track:4CR6roT1jkG1dnh2lmgkcG,https://api.spotify.com/v1/tracks/4CR6roT1jkG1dnh2lmgkcG,https://api.spotify.com/v1/audio-analysis/4CR6roT1jkG1dnh2lmgkcG,267960.0,4.0,
4349,So Fresh (feat. Biz Markie & Slick Rick),Willennium,Will Smith,255880,spotify:track:3RsyOtUwQiX5s3KLGbTKT1,https://api.spotify.com/v1/tracks/3RsyOtUwQiX5s3KLGbTKT1,0.78,0.865,6.0,-4.811,1.0,0.28,0.267,0.0,0.348,0.84,93.997,audio_features,3RsyOtUwQiX5s3KLGbTKT1,spotify:track:3RsyOtUwQiX5s3KLGbTKT1,https://api.spotify.com/v1/tracks/3RsyOtUwQiX5s3KLGbTKT1,https://api.spotify.com/v1/audio-analysis/3RsyOtUwQiX5s3KLGbTKT1,255880.0,4.0,
4350,Kimona My House,A Message From Dick Garcia,Dick Garcia,216106,spotify:track:13VbYFPzPAySvWRLVNWP0o,https://api.spotify.com/v1/tracks/13VbYFPzPAySvWRLVNWP0o,0.524,0.334,11.0,-17.571,0.0,0.0406,0.961,0.929,0.0977,0.393,120.461,audio_features,13VbYFPzPAySvWRLVNWP0o,spotify:track:13VbYFPzPAySvWRLVNWP0o,https://api.spotify.com/v1/tracks/13VbYFPzPAySvWRLVNWP0o,https://api.spotify.com/v1/audio-analysis/13VbYFPzPAySvWRLVNWP0o,216107.0,4.0,
4351,Kulit & Ketoprak,More Adventures In Lying Down,The Dylan Group,283013,spotify:track:0op5jE027lhdokKJiO9sWJ,https://api.spotify.com/v1/tracks/0op5jE027lhdokKJiO9sWJ,0.465,0.318,9.0,-13.333,0.0,0.0601,0.891,0.0203,0.0883,0.0452,116.876,audio_features,0op5jE027lhdokKJiO9sWJ,spotify:track:0op5jE027lhdokKJiO9sWJ,https://api.spotify.com/v1/tracks/0op5jE027lhdokKJiO9sWJ,https://api.spotify.com/v1/audio-analysis/0op5jE027lhdokKJiO9sWJ,283013.0,1.0,
4352,Oxcart Blues,Someday Everything Will Be Fine,Spider Bags,163124,spotify:track:2qXcIdXOgjVER1yid5qIzI,https://api.spotify.com/v1/tracks/2qXcIdXOgjVER1yid5qIzI,0.389,0.783,3.0,-12.698,1.0,0.069,0.000808,0.379,0.25,0.545,112.627,audio_features,2qXcIdXOgjVER1yid5qIzI,spotify:track:2qXcIdXOgjVER1yid5qIzI,https://api.spotify.com/v1/tracks/2qXcIdXOgjVER1yid5qIzI,https://api.spotify.com/v1/audio-analysis/2qXcIdXOgjVER1yid5qIzI,163125.0,4.0,
4353,"Suite de concert, Op. 28: IV. Theme and Variations: Variation 2: Allegro energico","Taneyev, S.I.: Suite De Concert / Ioann Damaskin (John of Damascus)",Sergei Taneyev,94280,spotify:track:4U311Z9VkEh5w4y5vcMjan,https://api.spotify.com/v1/tracks/4U311Z9VkEh5w4y5vcMjan,0.484,0.177,7.0,-11.266,0.0,0.036,0.852,0.352,0.161,0.68,172.164,audio_features,4U311Z9VkEh5w4y5vcMjan,spotify:track:4U311Z9VkEh5w4y5vcMjan,https://api.spotify.com/v1/tracks/4U311Z9VkEh5w4y5vcMjan,https://api.spotify.com/v1/audio-analysis/4U311Z9VkEh5w4y5vcMjan,94280.0,3.0,
4354,Sol y Pladrillo,2x1: Energía Inagotable / Tiempos Difíciles,The Locos,212680,spotify:track:4aYQKjEkqX3YUA00mDOj4q,https://api.spotify.com/v1/tracks/4aYQKjEkqX3YUA00mDOj4q,0.645,0.964,4.0,-1.585,1.0,0.0799,0.0239,0.0,0.135,0.904,176.155,audio_features,4aYQKjEkqX3YUA00mDOj4q,spotify:track:4aYQKjEkqX3YUA00mDOj4q,https://api.spotify.com/v1/tracks/4aYQKjEkqX3YUA00mDOj4q,https://api.spotify.com/v1/audio-analysis/4aYQKjEkqX3YUA00mDOj4q,212680.0,4.0,
4355,"8 Geistliche Gesange, Op. 138 (text by M. Claudius, Anonymous and P. Herbert): No. 4. Unser lieben Frauen Traum",Vivit! - Choral Works by Reger & Tobias,Max Reger,135093,spotify:track:2a5n1NCegvZNcQuEgspJrL,https://api.spotify.com/v1/tracks/2a5n1NCegvZNcQuEgspJrL,0.216,0.123,2.0,-23.835,0.0,0.0465,0.994,0.228,0.113,0.0459,75.85,audio_features,2a5n1NCegvZNcQuEgspJrL,spotify:track:2a5n1NCegvZNcQuEgspJrL,https://api.spotify.com/v1/tracks/2a5n1NCegvZNcQuEgspJrL,https://api.spotify.com/v1/audio-analysis/2a5n1NCegvZNcQuEgspJrL,135093.0,3.0,
4356,"California, Arizona",Whenever You're Ready,Swell,263733,spotify:track:7ppXgxUhZmTI9rf1cCAbjd,https://api.spotify.com/v1/tracks/7ppXgxUhZmTI9rf1cCAbjd,0.636,0.691,11.0,-7.208,0.0,0.0311,0.253,0.00546,0.228,0.94,170.17,audio_features,7ppXgxUhZmTI9rf1cCAbjd,spotify:track:7ppXgxUhZmTI9rf1cCAbjd,https://api.spotify.com/v1/tracks/7ppXgxUhZmTI9rf1cCAbjd,https://api.spotify.com/v1/audio-analysis/7ppXgxUhZmTI9rf1cCAbjd,263733.0,4.0,
4357,Cha Cha Slide (Re-Recorded) [Remastered],St. Patrick's Day Party Hits,Mr. C,386065,spotify:track:6nVY1OKaermqoNwabdXTc0,https://api.spotify.com/v1/tracks/6nVY1OKaermqoNwabdXTc0,0.964,0.782,0.0,-3.497,1.0,0.157,0.00458,0.000223,0.338,0.624,122.03,audio_features,6nVY1OKaermqoNwabdXTc0,spotify:track:6nVY1OKaermqoNwabdXTc0,https://api.spotify.com/v1/tracks/6nVY1OKaermqoNwabdXTc0,https://api.spotify.com/v1/audio-analysis/6nVY1OKaermqoNwabdXTc0,386066.0,4.0,
4358,Lessons in Manhood,Calm Seas Don't Make Sailors,Foreknown,198559,spotify:track:33PDsgJtOHmKdrJhpbLD3O,https://api.spotify.com/v1/tracks/33PDsgJtOHmKdrJhpbLD3O,0.223,0.916,1.0,-5.44,1.0,0.0986,2.31e-05,0.28,0.0469,0.23,95.244,audio_features,33PDsgJtOHmKdrJhpbLD3O,spotify:track:33PDsgJtOHmKdrJhpbLD3O,https://api.spotify.com/v1/tracks/33PDsgJtOHmKdrJhpbLD3O,https://api.spotify.com/v1/audio-analysis/33PDsgJtOHmKdrJhpbLD3O,198560.0,4.0,
4359,As Praias Desertas,Brazilian Byrd,Charlie Byrd,245493,spotify:track:47X5veegGwj9n0KxLUeOuf,https://api.spotify.com/v1/tracks/47X5veegGwj9n0KxLUeOuf,0.363,0.0974,9.0,-23.187,1.0,0.036,0.933,0.873,0.141,0.104,116.194,audio_features,47X5veegGwj9n0KxLUeOuf,spotify:track:47X5veegGwj9n0KxLUeOuf,https://api.spotify.com/v1/tracks/47X5veegGwj9n0KxLUeOuf,https://api.spotify.com/v1/audio-analysis/47X5veegGwj9n0KxLUeOuf,245493.0,4.0,
4360,Heliophobia,Public Domain Rainbow,Alex Arrowsmith,185320,spotify:track:7Kvws1pBqNw7epyYdpZb7I,https://api.spotify.com/v1/tracks/7Kvws1pBqNw7epyYdpZb7I,0.517,0.787,2.0,-7.943,1.0,0.0324,0.117,0.0473,0.132,0.948,115.012,audio_features,7Kvws1pBqNw7epyYdpZb7I,spotify:track:7Kvws1pBqNw7epyYdpZb7I,https://api.spotify.com/v1/tracks/7Kvws1pBqNw7epyYdpZb7I,https://api.spotify.com/v1/audio-analysis/7Kvws1pBqNw7epyYdpZb7I,185320.0,4.0,
4361,A Letter Concerning Dogheads - Live in Bern 2012 A.D.,We Shall See Victory (Live in Bern 2012 A.D),Crippled Black Phoenix,480981,spotify:track:5L2ts3Ks5swEPmXy3MUcfX,https://api.spotify.com/v1/tracks/5L2ts3Ks5swEPmXy3MUcfX,0.369,0.31,7.0,-15.579,1.0,0.039,0.0443,0.147,0.655,0.119,114.652,audio_features,5L2ts3Ks5swEPmXy3MUcfX,spotify:track:5L2ts3Ks5swEPmXy3MUcfX,https://api.spotify.com/v1/tracks/5L2ts3Ks5swEPmXy3MUcfX,https://api.spotify.com/v1/audio-analysis/5L2ts3Ks5swEPmXy3MUcfX,480981.0,4.0,
4362,Walkin' The Plank,Reservoir,Indecision,293640,spotify:track:39U5kQZJHeoMSVDZB4ZPct,https://api.spotify.com/v1/tracks/39U5kQZJHeoMSVDZB4ZPct,0.475,0.462,8.0,-16.502,1.0,0.0372,0.00765,0.183,0.11,0.839,177.112,audio_features,39U5kQZJHeoMSVDZB4ZPct,spotify:track:39U5kQZJHeoMSVDZB4ZPct,https://api.spotify.com/v1/tracks/39U5kQZJHeoMSVDZB4ZPct,https://api.spotify.com/v1/audio-analysis/39U5kQZJHeoMSVDZB4ZPct,293640.0,4.0,
4363,Mama Turned Into A Zombie,Devil's Punchbowl,The Frankenburies,166413,spotify:track:1DJzFc7ffm44h0Lty3lUfr,https://api.spotify.com/v1/tracks/1DJzFc7ffm44h0Lty3lUfr,0.155,0.993,6.0,-3.019,1.0,0.0827,0.00586,0.0,0.346,0.243,173.948,audio_features,1DJzFc7ffm44h0Lty3lUfr,spotify:track:1DJzFc7ffm44h0Lty3lUfr,https://api.spotify.com/v1/tracks/1DJzFc7ffm44h0Lty3lUfr,https://api.spotify.com/v1/audio-analysis/1DJzFc7ffm44h0Lty3lUfr,166413.0,4.0,
4364,Radio Lover,By Request,George Jones,205800,spotify:track:0dpUbqaPTgc6jCAbNR2UpN,https://api.spotify.com/v1/tracks/0dpUbqaPTgc6jCAbNR2UpN,0.67,0.2,11.0,-20.005,1.0,0.0389,0.525,1.09e-05,0.172,0.343,121.154,audio_features,0dpUbqaPTgc6jCAbNR2UpN,spotify:track:0dpUbqaPTgc6jCAbNR2UpN,https://api.spotify.com/v1/tracks/0dpUbqaPTgc6jCAbNR2UpN,https://api.spotify.com/v1/audio-analysis/0dpUbqaPTgc6jCAbNR2UpN,205800.0,4.0,
4365,The Boys of Kilkenny,Harpes d'Irlande,Gisèle Guibord & Robin Grenon,221200,spotify:track:0WlTVZgqw9adkzwBVX3G38,https://api.spotify.com/v1/tracks/0WlTVZgqw9adkzwBVX3G38,0.486,0.122,9.0,-19.414,0.0,0.0549,0.989,0.93,0.105,0.471,85.13,audio_features,0WlTVZgqw9adkzwBVX3G38,spotify:track:0WlTVZgqw9adkzwBVX3G38,https://api.spotify.com/v1/tracks/0WlTVZgqw9adkzwBVX3G38,https://api.spotify.com/v1/audio-analysis/0WlTVZgqw9adkzwBVX3G38,221200.0,3.0,
4366,Fashion Lover,It's a Double Pleasure to Deceive the Deceiver,Daramola,194562,spotify:track:6RbzND5iOS2hNZuN07X3Gq,https://api.spotify.com/v1/tracks/6RbzND5iOS2hNZuN07X3Gq,0.722,0.61,0.0,-6.965,0.0,0.216,0.38,0.00696,0.18,0.668,200.015,audio_features,6RbzND5iOS2hNZuN07X3Gq,spotify:track:6RbzND5iOS2hNZuN07X3Gq,https://api.spotify.com/v1/tracks/6RbzND5iOS2hNZuN07X3Gq,https://api.spotify.com/v1/audio-analysis/6RbzND5iOS2hNZuN07X3Gq,194562.0,4.0,
4367,Borrowed - Remaster,Stand Back,LeAnn Rimes,212013,spotify:track:1x1Q278i3jqqnY844V8UBX,https://api.spotify.com/v1/tracks/1x1Q278i3jqqnY844V8UBX,0.615,0.368,8.0,-9.322,1.0,0.0301,0.793,0.0,0.106,0.208,130.036,audio_features,1x1Q278i3jqqnY844V8UBX,spotify:track:1x1Q278i3jqqnY844V8UBX,https://api.spotify.com/v1/tracks/1x1Q278i3jqqnY844V8UBX,https://api.spotify.com/v1/audio-analysis/1x1Q278i3jqqnY844V8UBX,212013.0,4.0,
4368,He's Really Got a Hold on Her,Eye Contact (Expanded Edition),Bob Welch,194493,spotify:track:7mv28zAl0pNoWxWZWCkrpl,https://api.spotify.com/v1/tracks/7mv28zAl0pNoWxWZWCkrpl,0.479,0.707,4.0,-5.921,1.0,0.0606,0.164,0.0,0.358,0.578,147.777,audio_features,7mv28zAl0pNoWxWZWCkrpl,spotify:track:7mv28zAl0pNoWxWZWCkrpl,https://api.spotify.com/v1/tracks/7mv28zAl0pNoWxWZWCkrpl,https://api.spotify.com/v1/audio-analysis/7mv28zAl0pNoWxWZWCkrpl,194493.0,4.0,
4369,One Heart - Lupin Remix,"Progressive Goa Hits 2014, Vol. 2 - 60 Best Selling International Trance Electronic Dance Music Mast",Ovnimoon,536236,spotify:track:2RqfQ14rrMQvyeQpxs91bi,https://api.spotify.com/v1/tracks/2RqfQ14rrMQvyeQpxs91bi,0.6,0.943,11.0,-8.174,0.0,0.0494,0.000275,0.758,0.262,0.265,136.993,audio_features,2RqfQ14rrMQvyeQpxs91bi,spotify:track:2RqfQ14rrMQvyeQpxs91bi,https://api.spotify.com/v1/tracks/2RqfQ14rrMQvyeQpxs91bi,https://api.spotify.com/v1/audio-analysis/2RqfQ14rrMQvyeQpxs91bi,536236.0,4.0,
4370,Gang Signs,Bay Area State of Mind 2,J. Stalin,154057,spotify:track:1oZA6js0vchNGw7ZbIyfBh,https://api.spotify.com/v1/tracks/1oZA6js0vchNGw7ZbIyfBh,0.655,0.488,5.0,-7.077,0.0,0.517,0.0723,0.0,0.0905,0.236,116.164,audio_features,1oZA6js0vchNGw7ZbIyfBh,spotify:track:1oZA6js0vchNGw7ZbIyfBh,https://api.spotify.com/v1/tracks/1oZA6js0vchNGw7ZbIyfBh,https://api.spotify.com/v1/audio-analysis/1oZA6js0vchNGw7ZbIyfBh,154057.0,5.0,
4371,Circunstración,Esclavo,Silverio,252720,spotify:track:1MSDwXr1CMb8fNeHZ5RVWy,https://api.spotify.com/v1/tracks/1MSDwXr1CMb8fNeHZ5RVWy,0.477,0.863,11.0,-9.386,1.0,0.0586,3.65e-05,0.0284,0.31,0.0529,200.116,audio_features,1MSDwXr1CMb8fNeHZ5RVWy,spotify:track:1MSDwXr1CMb8fNeHZ5RVWy,https://api.spotify.com/v1/tracks/1MSDwXr1CMb8fNeHZ5RVWy,https://api.spotify.com/v1/audio-analysis/1MSDwXr1CMb8fNeHZ5RVWy,252720.0,4.0,
4372,Love's Messin' With Me,Love Notes,Ty Causey,255200,spotify:track:3ufkS7DIiwsBcPO2gPaZWh,https://api.spotify.com/v1/tracks/3ufkS7DIiwsBcPO2gPaZWh,0.699,0.316,7.0,-10.306,0.0,0.0624,0.421,0.0,0.0809,0.449,83.015,audio_features,3ufkS7DIiwsBcPO2gPaZWh,spotify:track:3ufkS7DIiwsBcPO2gPaZWh,https://api.spotify.com/v1/tracks/3ufkS7DIiwsBcPO2gPaZWh,https://api.spotify.com/v1/audio-analysis/3ufkS7DIiwsBcPO2gPaZWh,255200.0,4.0,
4373,NCSMN,Light Bloomer,Nu Edison,188321,spotify:track:7KvLxCnQzYlqhCqRXqMasH,https://api.spotify.com/v1/tracks/7KvLxCnQzYlqhCqRXqMasH,0.682,0.585,4.0,-10.813,1.0,0.373,0.841,0.0,0.0936,0.656,136.894,audio_features,7KvLxCnQzYlqhCqRXqMasH,spotify:track:7KvLxCnQzYlqhCqRXqMasH,https://api.spotify.com/v1/tracks/7KvLxCnQzYlqhCqRXqMasH,https://api.spotify.com/v1/audio-analysis/7KvLxCnQzYlqhCqRXqMasH,188321.0,4.0,
4374,Callin' Dr. Phil,The Texas Twister,Donald Fuller,157266,spotify:track:1Hg2eNHhRYPVy8So3bv3eP,https://api.spotify.com/v1/tracks/1Hg2eNHhRYPVy8So3bv3eP,0.786,0.702,7.0,-8.347,1.0,0.0357,0.348,0.0,0.0605,0.867,110.004,audio_features,1Hg2eNHhRYPVy8So3bv3eP,spotify:track:1Hg2eNHhRYPVy8So3bv3eP,https://api.spotify.com/v1/tracks/1Hg2eNHhRYPVy8So3bv3eP,https://api.spotify.com/v1/audio-analysis/1Hg2eNHhRYPVy8So3bv3eP,157267.0,4.0,
